,id,category,car_make,car_model,car_year,section_width,aspect_ratio,rim_size,created_at,updated_at,width,diameter
7142,7143,,NISSAN,TITAN,2020,265,70,R18,2022-12-01 16:13:00,,265,R18
7143,7144,,NISSAN,TITAN,2020,275,60,R20,2022-12-01 16:13:00,,275,R20
7144,7145,,NISSAN,TITAN,2020,275,70,R18,2022-12-01 16:13:00,,275,R18
7145,7146,,NISSAN,TITAN,2019,265,70,R18,2022-12-01 16:13:00,,265,R18
7146,7147,,NISSAN,TITAN,2019,275,60,R20,2022-12-01 16:13:00,,275,R20
7147,7148,,NISSAN,TITAN,2019,275,70,R18,2022-12-01 16:13:00,,275,R18
7148,7149,,NISSAN,TITAN,2018,265,70,R18,2022-12-01 16:13:00,,265,R18
7149,7150,,NISSAN,TITAN,2018,275,60,R20,2022-12-01 16:13:00,,275,R20
7150,7151,,NISSAN,TITAN,2018,275,70,R18,2022-12-01 16:13:00,,275,R18
7151,7152,,NISSAN,TITAN,2017,265,70,R18,2022-12-01 16:13:00,,265,R18
7152,7153,,NISSAN,TITAN,2017,275,60,R20,2022-12-01 16:13:00,,275,R20
7153,7154,,NISSAN,TITAN,2017,275,70,R18,2022-12-01 16:13:00,,275,R18
7154,7155,,NISSAN,TITAN,2022,LT245,75,R17,2022-12-01 16:13:00,,LT245,R17
7155,7156,,NISSAN,TITAN,2022,LT275,65,R18,2022-12-01 16:13:00,,LT275,R18
7156,7157,,NISSAN,TITAN,2022,LT265,60,R20,2022-12-01 16:13:00,,LT265,R20
7157,7158,,NISSAN,TITAN,2021,LT245,75,R17,2022-12-01 16:13:00,,LT245,R17
7158,7159,,NISSAN,TITAN,2021,LT275,65,R18,2022-12-01 16:13:00,,LT275,R18
7159,7160,,NISSAN,TITAN,2021,LT265,60,R20,2022-12-01 16:13:00,,LT265,R20
7160,7161,,NISSAN,TITAN,2020,LT245,75,R17,2022-12-01 16:13:00,,LT245,R17
7161,7162,,NISSAN,TITAN,2020,LT275,65,R18,2022-12-01 16:13:00,,LT275,R18
7162,7163,,NISSAN,TITAN,2020,LT265,60,R20,2022-12-01 16:13:00,,LT265,R20
7163,7164,,NISSAN,TITAN,2019,LT245,75,R17,2022-12-01 16:13:00,,LT245,R17
7164,7165,,NISSAN,TITAN,2019,LT275,65,R18,2022-12-01 16:13:00,,LT275,R18
7165,7166,,NISSAN,TITAN,2019,LT265,60,R20,2022-12-01 16:13:00,,LT265,R20
7166,7167,,NISSAN,TITAN,2018,LT245,75,R17,2022-12-01 16:13:00,,LT245,R17
7167,7168,,NISSAN,TITAN,2018,LT275,65,R18,2022-12-01 16:13:00,,LT275,R18
7168,7169,,NISSAN,TITAN,2018,LT265,60,R20,2022-12-01 16:13:00,,LT265,R20
7169,7170,,NISSAN,TITAN,2017,LT245,75,R17,2022-12-01 16:13:00,,LT245,R17
7170,7171,,NISSAN,TITAN,2017,LT275,65,R18,2022-12-01 16:13:00,,LT275,R18
7171,7172,,NISSAN,TITAN,2017,LT265,60,R20,2022-12-01 16:13:00,,LT265,R20
7172,7173,,NISSAN,TITAN,2016,LT245,75,R17,2022-12-01 16:13:00,,LT245,R17
7173,7174,,NISSAN,TITAN,2016,LT275,65,R18,2022-12-01 16:13:00,,LT275,R18
7174,7175,,NISSAN,TITAN,2016,LT265,60,R20,2022-12-01 16:13:00,,LT265,R20
7175,7176,,NISSAN,,2022,205,60,R16,2022-12-01 16:13:00,,205,R16
7176,7177,Sedan,NISSAN,NV350 URVAN,2022,225,70,R16,2022-12-01 16:13:00,,225,R16
7177,7178,Sedan,NISSAN,NV350 URVAN,2022,LT195,80,R15,2022-12-01 16:13:00,,LT195,R15
7178,7179,Sedan,NISSAN,NV350 URVAN,2021,225,70,R16,2022-12-01 16:13:00,,225,R16
7179,7180,Sedan,NISSAN,NV350 URVAN,2021,LT195,80,R15,2022-12-01 16:13:00,,LT195,R15
7180,7181,Sedan,NISSAN,NV350 URVAN,2020,225,70,R16,2022-12-01 16:13:00,,225,R16
7181,7182,Sedan,NISSAN,NV350 URVAN,2020,LT195,80,R15,2022-12-01 16:13:00,,LT195,R15
7182,7183,Sedan,NISSAN,NV350 URVAN,2019,225,70,R16,2022-12-01 16:13:00,,225,R16
7183,7184,Sedan,NISSAN,NV350 URVAN,2019,LT195,80,R15,2022-12-01 16:13:00,,LT195,R15
7184,7185,Sedan,NISSAN,NV350 URVAN,2018,225,70,R16,2022-12-01 16:13:00,,225,R16
7185,7186,Sedan,NISSAN,NV350 URVAN,2018,LT195,80,R15,2022-12-01 16:13:00,,LT195,R15
7186,7187,Sedan,NISSAN,NV350 URVAN,2017,225,70,R16,2022-12-01 16:13:00,,225,R16
7187,7188,Sedan,NISSAN,NV350 URVAN,2017,LT195,80,R15,2022-12-01 16:13:00,,LT195,R15
7188,7189,Sedan,NISSAN,NV350 URVAN,2016,225,70,R16,2022-12-01 16:13:00,,225,R16
7189,7190,Sedan,NISSAN,NV350 URVAN,2016,LT195,80,R15,2022-12-01 16:13:00,,LT195,R15
7190,7191,Sedan,NISSAN,NV350 URVAN,2015,225,70,R16,2022-12-01 16:13:00,,225,R16
7191,7192,Sedan,NISSAN,NV350 URVAN,2015,LT195,80,R15,2022-12-01 16:13:00,,LT195,R15
7192,7193,Sedan,NISSAN,NV350 URVAN,2014,225,70,R16,2022-12-01 16:13:00,,225,R16
7193,7194,Sedan,NISSAN,NV350 URVAN,2014,LT195,80,R15,2022-12-01 16:13:00,,LT195,R15
7194,7195,Sedan,NISSAN,NV350 URVAN,2013,225,70,R16,2022-12-01 16:13:00,,225,R16
7195,7196,Sedan,NISSAN,NV350 URVAN,2013,LT195,80,R15,2022-12-01 16:13:00,,LT195,R15
7196,7197,Sedan,NISSAN,NV350 URVAN,2012,225,70,R16,2022-12-01 16:13:00,,225,R16
7197,7198,Sedan,NISSAN,NV350 URVAN,2012,LT195,80,R15,2022-12-01 16:13:00,,LT195,R15
7198,7199,,NISSAN,695 70TH ANNIVERSARIO,2022,195,65,R15,2022-12-01 16:13:00,,195,R15
7199,7200,,NISSAN,695 70TH ANNIVERSARIO,2022,205,55,R16,2022-12-01 16:13:00,,205,R16
7200,7201,,NISSAN,695 70TH ANNIVERSARIO,2022,205,50,R17,2022-12-01 16:13:00,,205,R17
7201,7202,,NISSAN,695 70TH ANNIVERSARIO,2022,185,65,R15,2022-12-01 16:13:00,,185,R15
7202,7203,,NISSAN,695 70TH ANNIVERSARIO,2022,195,55,R16,2022-12-01 16:13:00,,195,R16
7203,7204,,NISSAN,695 70TH ANNIVERSARIO,2021,195,65,R15,2022-12-01 16:13:00,,195,R15
7204,7205,,NISSAN,695 70TH ANNIVERSARIO,2021,205,55,R16,2022-12-01 16:13:00,,205,R16
7205,7206,,NISSAN,695 70TH ANNIVERSARIO,2021,205,50,R17,2022-12-01 16:13:00,,205,R17
7206,7207,,NISSAN,695 70TH ANNIVERSARIO,2021,185,65,R15,2022-12-01 16:13:00,,185,R15
7207,7208,,NISSAN,695 70TH ANNIVERSARIO,2021,165,70,R14,2022-12-01 16:13:00,,165,R14
7208,7209,,NISSAN,695 70TH ANNIVERSARIO,2021,195,55,R16,2022-12-01 16:13:00,,195,R16
7209,7210,,NISSAN,695 70TH ANNIVERSARIO,2020,195,65,R15,2022-12-01 16:13:00,,195,R15
7210,7211,,NISSAN,695 70TH ANNIVERSARIO,2020,205,55,R16,2022-12-01 16:13:00,,205,R16
7211,7212,,NISSAN,695 70TH ANNIVERSARIO,2020,205,50,R17,2022-12-01 16:13:00,,205,R17
7212,7213,,NISSAN,695 70TH ANNIVERSARIO,2020,185,65,R15,2022-12-01 16:13:00,,185,R15
7213,7214,,NISSAN,695 70TH ANNIVERSARIO,2020,165,70,R14,2022-12-01 16:13:00,,165,R14
7214,7215,,NISSAN,695 70TH ANNIVERSARIO,2020,195,55,R16,2022-12-01 16:13:00,,195,R16
7215,7216,,NISSAN,695 70TH ANNIVERSARIO,2019,185,65,R15,2022-12-01 16:13:00,,185,R15
7216,7217,,NISSAN,695 70TH ANNIVERSARIO,2019,195,55,R16,2022-12-01 16:13:00,,195,R16
7217,7218,,NISSAN,695 70TH ANNIVERSARIO,2019,195,65,R15,2022-12-01 16:13:00,,195,R15
7218,7219,,NISSAN,695 70TH ANNIVERSARIO,2019,205,55,R16,2022-12-01 16:13:00,,205,R16
7219,7220,,NISSAN,695 70TH ANNIVERSARIO,2019,205,50,R17,2022-12-01 16:13:00,,205,R17
7220,7221,,NISSAN,695 70TH ANNIVERSARIO,2019,165,70,R14,2022-12-01 16:13:00,,165,R14
7221,7222,,NISSAN,695 70TH ANNIVERSARIO,2018,185,65,R15,2022-12-01 16:13:00,,185,R15
7222,7223,,NISSAN,695 70TH ANNIVERSARIO,2018,195,55,R16,2022-12-01 16:13:00,,195,R16
7223,7224,,NISSAN,695 70TH ANNIVERSARIO,2018,165,70,R14,2022-12-01 16:13:00,,165,R14
7224,7225,,NISSAN,695 70TH ANNIVERSARIO,2017,185,65,R15,2022-12-01 16:13:00,,185,R15
7225,7226,,NISSAN,695 70TH ANNIVERSARIO,2017,195,55,R16,2022-12-01 16:13:00,,195,R16
7226,7227,,NISSAN,695 70TH ANNIVERSARIO,2017,165,70,R14,2022-12-01 16:13:00,,165,R14
7227,7228,,NISSAN,695 70TH ANNIVERSARIO,2016,185,65,R15,2022-12-01 16:13:00,,185,R15
7228,7229,,NISSAN,695 70TH ANNIVERSARIO,2016,195,55,R16,2022-12-01 16:13:00,,195,R16
7229,7230,,NISSAN,695 70TH ANNIVERSARIO,2016,165,70,R14,2022-12-01 16:13:00,,165,R14
7230,7231,,NISSAN,695 70TH ANNIVERSARIO,2015,185,65,R15,2022-12-01 16:13:00,,185,R15
7231,7232,,NISSAN,695 70TH ANNIVERSARIO,2015,195,55,R16,2022-12-01 16:13:00,,195,R16
7232,7233,,NISSAN,695 70TH ANNIVERSARIO,2015,165,70,R14,2022-12-01 16:13:00,,165,R14
7233,7234,,NISSAN,695 70TH ANNIVERSARIO,2014,185,65,R15,2022-12-01 16:13:00,,185,R15
7234,7235,,NISSAN,695 70TH ANNIVERSARIO,2014,195,55,R16,2022-12-01 16:13:00,,195,R16
7235,7236,,NISSAN,695 70TH ANNIVERSARIO,2013,185,65,R15,2022-12-01 16:13:00,,185,R15
7236,7237,,NISSAN,695 70TH ANNIVERSARIO,2013,195,55,R16,2022-12-01 16:13:00,,195,R16
7237,7238,,NISSAN,695 70TH ANNIVERSARIO,2012,185,65,R14,2022-12-01 16:13:00,,185,R14
7238,7239,,NISSAN,695 70TH ANNIVERSARIO,2012,185,65,R15,2022-12-01 16:13:00,,185,R15
7239,7240,,NISSAN,695 70TH ANNIVERSARIO,2012,195,55,R16,2022-12-01 16:13:00,,195,R16
7240,7241,,NISSAN,695 70TH ANNIVERSARIO,2011,185,65,R14,2022-12-01 16:13:00,,185,R14
7241,7242,,NISSAN,695 70TH ANNIVERSARIO,2011,185,65,R15,2022-12-01 16:13:00,,185,R15
7242,7243,,NISSAN,695 70TH ANNIVERSARIO,2011,195,55,R16,2022-12-01 16:13:00,,195,R16
7243,7244,,NISSAN,695 70TH ANNIVERSARIO,2010,185,65,R14,2022-12-01 16:13:00,,185,R14
7244,7245,,NISSAN,695 70TH ANNIVERSARIO,2010,185,65,R15,2022-12-01 16:13:00,,185,R15
7245,7246,,NISSAN,695 70TH ANNIVERSARIO,2010,195,55,R16,2022-12-01 16:13:00,,195,R16
7246,7247,,NISSAN,695 70TH ANNIVERSARIO,2009,185,65,R14,2022-12-01 16:13:00,,185,R14
7247,7248,,NISSAN,695 70TH ANNIVERSARIO,2009,185,65,R15,2022-12-01 16:13:00,,185,R15
7248,7249,,NISSAN,695 70TH ANNIVERSARIO,2008,185,65,R15,2022-12-01 16:13:00,,185,R15
7249,7250,,NISSAN,695 70TH ANNIVERSARIO,2007,185,65,R15,2022-12-01 16:13:00,,185,R15
7250,7251,Sedan,NISSAN,X-TRAIL,2022,255,65,R17,2022-12-01 16:13:00,,255,R17
7251,7252,Sedan,NISSAN,X-TRAIL,2022,255,60,R18,2022-12-01 16:13:00,,255,R18
7252,7253,Sedan,NISSAN,X-TRAIL,2021,255,65,R17,2022-12-01 16:13:00,,255,R17
7253,7254,Sedan,NISSAN,X-TRAIL,2021,255,60,R18,2022-12-01 16:13:00,,255,R18
7254,7255,SUV,NISSAN,X-TRAIL,2022,225,65,R17,2022-12-01 16:13:00,,225,R17
7255,7256,SUV,NISSAN,X-TRAIL,2022,225,60,R18,2022-12-01 16:13:00,,225,R18
7256,7257,SUV,NISSAN,X-TRAIL,2022,225,55,R19,2022-12-01 16:13:00,,225,R19
7257,7258,SUV,NISSAN,X-TRAIL,2021,225,65,R17,2022-12-01 16:13:00,,225,R17
7258,7259,SUV,NISSAN,X-TRAIL,2021,225,60,R18,2022-12-01 16:13:00,,225,R18
7259,7260,SUV,NISSAN,X-TRAIL,2021,225,55,R19,2022-12-01 16:13:00,,225,R19
7260,7261,SUV,NISSAN,X-TRAIL,2020,225,65,R17,2022-12-01 16:13:00,,225,R17
7261,7262,SUV,NISSAN,X-TRAIL,2020,225,60,R18,2022-12-01 16:13:00,,225,R18
7262,7263,SUV,NISSAN,X-TRAIL,2020,225,55,R19,2022-12-01 16:13:00,,225,R19
7263,7264,SUV,NISSAN,X-TRAIL,2019,225,65,R17,2022-12-01 16:13:00,,225,R17
7264,7265,SUV,NISSAN,X-TRAIL,2019,225,60,R18,2022-12-01 16:13:00,,225,R18
7265,7266,SUV,NISSAN,X-TRAIL,2019,225,55,R19,2022-12-01 16:13:00,,225,R19
7266,7267,SUV,NISSAN,X-TRAIL,2018,225,65,R17,2022-12-01 16:13:00,,225,R17
7267,7268,SUV,NISSAN,X-TRAIL,2018,225,60,R18,2022-12-01 16:13:00,,225,R18
7268,7269,SUV,NISSAN,X-TRAIL,2018,225,55,R19,2022-12-01 16:13:00,,225,R19
7269,7270,SUV,NISSAN,X-TRAIL,2017,225,65,R17,2022-12-01 16:13:00,,225,R17
7270,7271,SUV,NISSAN,X-TRAIL,2017,225,55,R19,2022-12-01 16:13:00,,225,R19
7271,7272,SUV,NISSAN,X-TRAIL,2017,225,60,R18,2022-12-01 16:13:00,,225,R18
7272,7273,SUV,NISSAN,X-TRAIL,2016,225,65,R17,2022-12-01 16:13:00,,225,R17
7273,7274,SUV,NISSAN,X-TRAIL,2016,225,55,R19,2022-12-01 16:13:00,,225,R19
7274,7275,SUV,NISSAN,X-TRAIL,2016,225,60,R18,2022-12-01 16:13:00,,225,R18
7275,7276,SUV,NISSAN,X-TRAIL,2015,225,65,R17,2022-12-01 16:13:00,,225,R17
7276,7277,SUV,NISSAN,X-TRAIL,2015,225,55,R19,2022-12-01 16:13:00,,225,R19
7277,7278,SUV,NISSAN,X-TRAIL,2015,225,60,R18,2022-12-01 16:13:00,,225,R18
7278,7279,SUV,NISSAN,X-TRAIL,2015,225,60,R17,2022-12-01 16:13:00,,225,R17
7279,7280,SUV,NISSAN,X-TRAIL,2015,225,55,R18,2022-12-01 16:13:00,,225,R18
7280,7281,SUV,NISSAN,X-TRAIL,2014,215,65,R16,2022-12-01 16:13:00,,215,R16
7281,7282,SUV,NISSAN,X-TRAIL,2014,215,60,R17,2022-12-01 16:13:00,,215,R17
7282,7283,SUV,NISSAN,X-TRAIL,2014,225,60,R17,2022-12-01 16:13:00,,225,R17
7283,7284,SUV,NISSAN,X-TRAIL,2014,215,55,R18,2022-12-01 16:13:00,,215,R18
7284,7285,SUV,NISSAN,X-TRAIL,2014,225,65,R17,2022-12-01 16:13:00,,225,R17
7285,7286,SUV,NISSAN,X-TRAIL,2014,225,60,R18,2022-12-01 16:13:00,,225,R18
7286,7287,SUV,NISSAN,X-TRAIL,2014,225,55,R19,2022-12-01 16:13:00,,225,R19
7287,7288,SUV,NISSAN,X-TRAIL,2014,225,55,R18,2022-12-01 16:13:00,,225,R18
7288,7289,SUV,NISSAN,X-TRAIL,2013,215,65,R16,2022-12-01 16:13:00,,215,R16
7289,7290,SUV,NISSAN,X-TRAIL,2013,215,60,R17,2022-12-01 16:13:00,,215,R17
7290,7291,SUV,NISSAN,X-TRAIL,2013,225,60,R17,2022-12-01 16:13:00,,225,R17
7291,7292,SUV,NISSAN,X-TRAIL,2013,215,55,R18,2022-12-01 16:13:00,,215,R18
7292,7293,SUV,NISSAN,X-TRAIL,2013,225,65,R17,2022-12-01 16:13:00,,225,R17
7293,7294,SUV,NISSAN,X-TRAIL,2013,225,60,R18,2022-12-01 16:13:00,,225,R18
7294,7295,SUV,NISSAN,X-TRAIL,2013,225,55,R19,2022-12-01 16:13:00,,225,R19
7295,7296,SUV,NISSAN,X-TRAIL,2013,225,55,R18,2022-12-01 16:13:00,,225,R18
7296,7297,SUV,NISSAN,X-TRAIL,2012,215,65,R16,2022-12-01 16:13:00,,215,R16
7297,7298,SUV,NISSAN,X-TRAIL,2012,215,60,R17,2022-12-01 16:13:00,,215,R17
7298,7299,SUV,NISSAN,X-TRAIL,2012,225,60,R17,2022-12-01 16:13:00,,225,R17
7299,7300,SUV,NISSAN,X-TRAIL,2012,215,55,R18,2022-12-01 16:13:00,,215,R18
7300,7301,SUV,NISSAN,X-TRAIL,2012,225,55,R18,2022-12-01 16:13:00,,225,R18
7301,7302,SUV,NISSAN,X-TRAIL,2011,215,65,R16,2022-12-01 16:13:00,,215,R16
7302,7303,SUV,NISSAN,X-TRAIL,2011,215,60,R17,2022-12-01 16:13:00,,215,R17
7303,7304,SUV,NISSAN,X-TRAIL,2011,225,60,R17,2022-12-01 16:13:00,,225,R17
7304,7305,SUV,NISSAN,X-TRAIL,2011,215,55,R18,2022-12-01 16:13:00,,215,R18
7305,7306,SUV,NISSAN,X-TRAIL,2011,225,55,R18,2022-12-01 16:13:00,,225,R18
7306,7307,SUV,NISSAN,X-TRAIL,2010,215,65,R16,2022-12-01 16:13:00,,215,R16
7307,7308,SUV,NISSAN,X-TRAIL,2010,215,60,R17,2022-12-01 16:13:00,,215,R17
7308,7309,SUV,NISSAN,X-TRAIL,2010,225,60,R17,2022-12-01 16:13:00,,225,R17
7309,7310,SUV,NISSAN,X-TRAIL,2010,215,55,R18,2022-12-01 16:13:00,,215,R18
7310,7311,SUV,NISSAN,X-TRAIL,2009,215,65,R16,2022-12-01 16:13:00,,215,R16
7311,7312,SUV,NISSAN,X-TRAIL,2009,215,60,R17,2022-12-01 16:13:00,,215,R17
7312,7313,SUV,NISSAN,X-TRAIL,2009,225,60,R17,2022-12-01 16:13:00,,225,R17
7313,7314,SUV,NISSAN,X-TRAIL,2009,215,55,R18,2022-12-01 16:13:00,,215,R18
7314,7315,SUV,NISSAN,X-TRAIL,2008,215,65,R16,2022-12-01 16:13:00,,215,R16
7315,7316,SUV,NISSAN,X-TRAIL,2008,215,60,R17,2022-12-01 16:13:00,,215,R17
7316,7317,SUV,NISSAN,X-TRAIL,2008,225,60,R17,2022-12-01 16:13:00,,225,R17
7317,7318,SUV,NISSAN,X-TRAIL,2008,215,55,R18,2022-12-01 16:13:00,,215,R18
7318,7319,SUV,NISSAN,X-TRAIL,2007,215,65,R16,2022-12-01 16:13:00,,215,R16
7319,7320,SUV,NISSAN,X-TRAIL,2007,215,70,R15,2022-12-01 16:13:00,,215,R15
7320,7321,SUV,NISSAN,X-TRAIL,2007,215,60,R17,2022-12-01 16:13:00,,215,R17
7321,7322,SUV,NISSAN,X-TRAIL,2007,225,55,R17,2022-12-01 16:13:00,,225,R17
7322,7323,SUV,NISSAN,X-TRAIL,2007,225,60,R17,2022-12-01 16:13:00,,225,R17
7323,7324,SUV,NISSAN,X-TRAIL,2007,215,55,R18,2022-12-01 16:13:00,,215,R18
7324,7325,SUV,NISSAN,X-TRAIL,2006,215,65,R16,2022-12-01 16:13:00,,215,R16
7325,7326,SUV,NISSAN,X-TRAIL,2006,215,70,R15,2022-12-01 16:13:00,,215,R15
7326,7327,SUV,NISSAN,X-TRAIL,2006,215,60,R17,2022-12-01 16:13:00,,215,R17
7327,7328,SUV,NISSAN,X-TRAIL,2006,225,55,R17,2022-12-01 16:13:00,,225,R17
7328,7329,SUV,NISSAN,X-TRAIL,2005,215,65,R16,2022-12-01 16:13:00,,215,R16
7329,7330,SUV,NISSAN,X-TRAIL,2005,215,70,R15,2022-12-01 16:13:00,,215,R15
7330,7331,SUV,NISSAN,X-TRAIL,2005,215,60,R17,2022-12-01 16:13:00,,215,R17
7331,7332,SUV,NISSAN,X-TRAIL,2005,225,55,R17,2022-12-01 16:13:00,,225,R17
7332,7333,SUV,NISSAN,X-TRAIL,2004,215,65,R16,2022-12-01 16:13:00,,215,R16
7333,7334,SUV,NISSAN,X-TRAIL,2004,215,70,R15,2022-12-01 16:13:00,,215,R15
7334,7335,SUV,NISSAN,X-TRAIL,2004,215,60,R17,2022-12-01 16:13:00,,215,R17
7335,7336,SUV,NISSAN,X-TRAIL,2004,225,55,R17,2022-12-01 16:13:00,,225,R17
7336,7337,SUV,NISSAN,X-TRAIL,2003,215,65,R16,2022-12-01 16:13:00,,215,R16
7337,7338,SUV,NISSAN,X-TRAIL,2003,215,70,R15,2022-12-01 16:13:00,,215,R15
7338,7339,SUV,NISSAN,X-TRAIL,2003,215,60,R17,2022-12-01 16:13:00,,215,R17
7339,7340,SUV,NISSAN,X-TRAIL,2003,225,55,R17,2022-12-01 16:13:00,,225,R17
7340,7341,SUV,NISSAN,X-TRAIL,2002,215,65,R16,2022-12-01 16:13:00,,215,R16
7341,7342,SUV,NISSAN,X-TRAIL,2002,215,70,R15,2022-12-01 16:13:00,,215,R15
7342,7343,SUV,NISSAN,X-TRAIL,2002,215,60,R17,2022-12-01 16:13:00,,215,R17
7343,7344,SUV,NISSAN,X-TRAIL,2002,225,55,R17,2022-12-01 16:13:00,,225,R17
7344,7345,SUV,NISSAN,X-TRAIL,2001,215,65,R16,2022-12-01 16:13:00,,215,R16
7345,7346,SUV,NISSAN,X-TRAIL,2001,215,70,R15,2022-12-01 16:13:00,,215,R15
7346,7347,SUV,NISSAN,X-TRAIL,2001,215,60,R17,2022-12-01 16:13:00,,215,R17
7347,7348,SUV,NISSAN,X-TRAIL,2001,225,55,R17,2022-12-01 16:13:00,,225,R17
7348,7349,SUV,NISSAN,X-TRAIL,2000,215,70,R15,2022-12-01 16:13:00,,215,R15
7349,7350,SUV,NISSAN,X-TRAIL,2000,215,65,R16,2022-12-01 16:13:00,,215,R16
7350,7351,SUV,NISSAN,X-TRAIL,2000,225,55,R17,2022-12-01 16:13:00,,225,R17
7351,7352,,NISSAN,595 COMPETIZIONE,2022,245,45,R18,2022-12-01 16:13:00,,245,R18
7352,7353,,NISSAN,595 COMPETIZIONE,2022,255,40,R19,2022-12-01 16:13:00,,255,R19
7353,7354,,MITSUBISHI,ASX,2022,215,65,R16,2022-12-01 16:13:00,,215,R16
7354,7355,,MITSUBISHI,ASX,2022,215,60,R17,2022-12-01 16:13:00,,215,R17
7355,7356,,MITSUBISHI,ASX,2022,225,55,R18,2022-12-01 16:13:00,,225,R18
7356,7357,,MITSUBISHI,ASX,2022,215,65,R17,2022-12-01 16:13:00,,215,R17
7357,7358,,MITSUBISHI,ASX,2021,215,65,R16,2022-12-01 16:13:00,,215,R16
7358,7359,,MITSUBISHI,ASX,2021,225,55,R18,2022-12-01 16:13:00,,225,R18
7359,7360,,MITSUBISHI,ASX,2021,215,60,R17,2022-12-01 16:13:00,,215,R17
7360,7361,,MITSUBISHI,ASX,2021,215,70,R16,2022-12-01 16:13:00,,215,R16
7361,7362,,MITSUBISHI,ASX,2021,215,65,R17,2022-12-01 16:13:00,,215,R17
7362,7363,,MITSUBISHI,ASX,2020,215,70,R16,2022-12-01 16:13:00,,215,R16
7363,7364,,MITSUBISHI,ASX,2020,215,65,R16,2022-12-01 16:13:00,,215,R16
7364,7365,,MITSUBISHI,ASX,2020,215,60,R17,2022-12-01 16:13:00,,215,R17
7365,7366,,MITSUBISHI,ASX,2020,225,55,R18,2022-12-01 16:13:00,,225,R18
7366,7367,,MITSUBISHI,ASX,2020,215,65,R17,2022-12-01 16:13:00,,215,R17
7367,7368,,MITSUBISHI,ASX,2019,215,70,R16,2022-12-01 16:13:00,,215,R16
7368,7369,,MITSUBISHI,ASX,2019,215,65,R16,2022-12-01 16:13:00,,215,R16
7369,7370,,MITSUBISHI,ASX,2019,215,60,R17,2022-12-01 16:13:00,,215,R17
7370,7371,,MITSUBISHI,ASX,2019,225,55,R18,2022-12-01 16:13:00,,225,R18
7371,7372,,MITSUBISHI,ASX,2019,215,65,R17,2022-12-01 16:13:00,,215,R17
7372,7373,,MITSUBISHI,ASX,2018,215,70,R16,2022-12-01 16:13:00,,215,R16
7373,7374,,MITSUBISHI,ASX,2018,215,65,R16,2022-12-01 16:13:00,,215,R16
7374,7375,,MITSUBISHI,ASX,2018,215,60,R17,2022-12-01 16:13:00,,215,R17
7375,7376,,MITSUBISHI,ASX,2018,225,55,R18,2022-12-01 16:13:00,,225,R18
7376,7377,,MITSUBISHI,ASX,2017,215,70,R16,2022-12-01 16:13:00,,215,R16
7377,7378,,MITSUBISHI,ASX,2017,215,65,R16,2022-12-01 16:13:00,,215,R16
7378,7379,,MITSUBISHI,ASX,2017,215,60,R17,2022-12-01 16:13:00,,215,R17
7379,7380,,MITSUBISHI,ASX,2017,225,55,R18,2022-12-01 16:13:00,,225,R18
7380,7381,,MITSUBISHI,ASX,2016,215,65,R16,2022-12-01 16:13:00,,215,R16
7381,7382,,MITSUBISHI,ASX,2016,215,60,R17,2022-12-01 16:13:00,,215,R17
7382,7383,,MITSUBISHI,ASX,2016,215,55,R18,2022-12-01 16:13:00,,215,R18
7383,7384,,MITSUBISHI,ASX,2016,225,55,R18,2022-12-01 16:13:00,,225,R18
7384,7385,,MITSUBISHI,ASX,2015,215,65,R16,2022-12-01 16:13:00,,215,R16
7385,7386,,MITSUBISHI,ASX,2015,215,60,R17,2022-12-01 16:13:00,,215,R17
7386,7387,,MITSUBISHI,ASX,2015,215,55,R18,2022-12-01 16:13:00,,215,R18
7387,7388,,MITSUBISHI,ASX,2015,225,55,R18,2022-12-01 16:13:00,,225,R18
7388,7389,,MITSUBISHI,ASX,2014,215,65,R16,2022-12-01 16:13:00,,215,R16
7389,7390,,MITSUBISHI,ASX,2014,215,60,R17,2022-12-01 16:13:00,,215,R17
7390,7391,,MITSUBISHI,ASX,2014,215,55,R18,2022-12-01 16:13:00,,215,R18
7391,7392,,MITSUBISHI,ASX,2014,225,55,R18,2022-12-01 16:13:00,,225,R18
7392,7393,,MITSUBISHI,ASX,2013,215,65,R16,2022-12-01 16:13:00,,215,R16
7393,7394,,MITSUBISHI,ASX,2013,215,60,R17,2022-12-01 16:13:00,,215,R17
7394,7395,,MITSUBISHI,ASX,2013,215,55,R18,2022-12-01 16:13:00,,215,R18
7395,7396,,MITSUBISHI,ASX,2013,225,55,R18,2022-12-01 16:13:00,,225,R18
7396,7397,,MITSUBISHI,ASX,2012,215,65,R16,2022-12-01 16:13:00,,215,R16
7397,7398,,MITSUBISHI,ASX,2012,215,60,R17,2022-12-01 16:13:00,,215,R17
7398,7399,,MITSUBISHI,ASX,2012,215,55,R18,2022-12-01 16:13:00,,215,R18
7399,7400,,MITSUBISHI,ASX,2011,215,65,R16,2022-12-01 16:13:00,,215,R16
7400,7401,,MITSUBISHI,ASX,2011,215,60,R17,2022-12-01 16:13:00,,215,R17
7401,7402,,MITSUBISHI,ASX,2011,215,55,R18,2022-12-01 16:13:00,,215,R18
7402,7403,,MITSUBISHI,ASX,2010,215,65,R16,2022-12-01 16:13:00,,215,R16
7403,7404,,MITSUBISHI,ASX,2010,215,60,R17,2022-12-01 16:13:00,,215,R17
